166118,337087,56
290406,292437,56
321982,349686,56
344004,464103,56
352574,413224,56
405007,501004,56
458375,4954957,56
490759,2788970,56
3529915,4945115,56
5517174,5548056,56
5529861,5555363,56
5548056,5555363,56
190787,321963,55
191767,323520,55
196231,209957,55
301908,302927,55
328664,341235,55
332402,1129308,55
344004,373279,55
413224,501004,55
458375,6374498,55
2496120,5326752,55
4945115,5022980,55
5519113,5555363,55
5536746,5555363,55
15433,57410,54
149912,531887,54
149912,1058383,54
282003,541828,54
283262,301576,54
1449104,5093843,54
3458409,4622057,54
5519113,5548056,54
149912,607838,53
295247,473508,53
311941,381205,53
321963,356431,53
458375,4945115,53
15140,488491,52
55324,1129308,52
61967,413224,52
149912,446357,52
287581,399487,52
299614,313801,52
374779,408777,52
516583,585558,52
2843003,5440893,52
3279908,5046313,52
3529915,4890313,52
5517174,5555363,52
15140,321963,51
141775,1129308,51
149912,577589,51
149912,1194924,51
284329,284906,51
284329,1834901,51
284906,285144,51
285057,373279,51
298718,349342,51
299614,392071,51
323390,420190,51
477634,620559,51
488784,489770,51
491688,641209,51
2046071,6374498,51
3529915,4954957,51
15433,122615,50
21786,32812,50
21786,141775,50
148523,413224,50
209957,309575,50
278037,302927,50
283602,288925,50
301341,302387,50
477634,510278,50
1449104,4863665,50
1449104,5326752,50
2835715,5519113,50
2835715,5529861,50
3279908,4870102,50
4863665,6374498,50
26546,783244,49
61967,148523,49
171897,349653,49
186505,1457418,49
217478,489770,49
282003,283602,49
296814,316917,49
299614,314481,49
321963,488491,49
392071,4311515,49
435551,639540,49
1445571,5266635,49
5440893,5529861,49
149912,673129,48
284598,290406,48
286258,405007,48
330874,431398,48
344789,380716,48
4863665,5056091,48
5440893,5519113,48
142088,284906,47
148523,405007,47
149912,428223,47
149912,559787,47
182332,207609,47
209278,323520,47
278110,1834901,47
293764,305595,47
309006,319560,47
310508,342260,47
319447,444158,47
373279,447408,47
380716,535928,47
399738,420190,47
491688,637165,47
503164,543182,47
585558,653349,47
1857589,1906426,47
2046071,5266635,47
2835715,5536746,47
9850,1129308,46
15433,53882,46
15433,128979,46
278037,349686,46
285057,402813,46
297327,541828,46
302387,609400,46
399738,447408,46
405007,427693,46
425077,560468,46
477634,597413,46
4863665,5280748,46
54334,301024,45
61967,83936,45
149912,398221,45
149912,412217,45
149912,462806,45
149912,479137,45
169620,309412,45
171897,322951,45
190992,191767,45
190992,232488,45
217478,348472,45
248721,342260,45
278631,392071,45
285733,393019,45
292521,302957,45
295247,395034,45
300779,439569,45
302387,314091,45
306771,327142,45
313801,314481,45
321963,323520,45
338702,376178,45
394512,1857589,45
413224,461184,45
562465,585558,45
566659,573036,45
4130162,4863665,45
5440893,5536746,45
15270,1129308,44
15433,158074,44
